,All Negative,SharpShooters,Big Men without Creation,Not sure,TOV + STL,labels
128,0.11473608,0.428723037,0.002264321,0.492922127,-0.28082943,2
129,0.007276565,-0.196680963,-0.379398346,-0.229318008,-0.042167187,1
130,-0.064545743,0.077047884,0.02243574,0.080368713,-0.233602762,2
131,-0.011026174,0.141290754,0.221673131,-0.050750136,-0.295782447,0
132,-0.233167619,0.112846255,-0.415918052,-0.334182978,0.188000262,4
133,0.060140431,0.191113919,0.122041702,-0.258842856,-0.483435988,0
134,-0.00779663,-0.201159418,0.27394715,-0.43208909,-0.422027946,0
135,-0.268813401,-0.212235808,-0.809276938,-0.396554947,-0.184203386,1
136,-0.075750038,0.134695023,-0.121903718,0.208618954,-0.553928137,2
137,0.054037109,0.142499626,-0.080785051,0.595336556,-0.435660005,2
138,-0.246233851,-0.277593374,-0.557535172,-0.344862133,-0.082642317,1
139,0.216297537,-0.203550577,-0.41772157,-0.06641683,-0.207320452,1
140,0.033828557,-0.038050175,0.199848056,-0.310248882,-0.114362717,0
141,-0.10802716,0.05976671,0.039576799,0.646576345,-0.506820917,2
142,0.037411705,0.153453559,-0.052361012,0.42975843,-0.193633795,2
143,0.028727308,0.068846822,-0.234943733,0.315063417,-0.450021863,2
144,-0.204763949,0.180238724,0.115562528,0.413162053,-0.182133555,2
145,-0.199633688,-0.228322625,-0.037583113,0.813133895,-0.999284983,2
146,-0.008695245,0.144069314,-0.92261827,-0.196578979,0.015397549,1
147,-0.217382029,0.0854702,0.132321328,0.244645223,-0.204597592,2
148,0.047476619,-0.080833256,-0.02619268,0.241432324,-0.312535286,2
149,-0.021475747,0.041545331,0.227951735,-0.093207404,-0.467535615,0
150,-0.04498186,-0.363103271,0.233135611,-0.376266539,-0.47761488,0
151,0.106102526,-0.154866815,-0.253466159,0.025794327,-0.373350978,1
152,-0.250994325,0.121931762,0.265956819,0.340569973,-0.074487209,2
153,0.125538975,-0.147736669,0.045794159,-0.161195695,-0.314191222,0
154,0.119870126,0.045967519,-0.417463034,-0.092264205,0.057646632,1
155,0.211446673,-0.04653573,-0.161014229,0.250711083,-0.39276278,2
156,-0.178679898,-0.051043987,-0.926379204,-0.30336231,-0.133723378,1
157,-0.049756899,-0.222116649,-0.441027522,-0.237300009,-0.057832718,1
158,-0.083381452,0.157879412,0.34213677,-0.476405561,-0.123065233,0
159,-0.087562323,-0.44739002,0.467575639,-0.563921094,-0.551226616,0
160,0.148733437,-0.210894227,-0.271599621,-0.032511726,-0.175602794,1
161,-0.001173154,-0.145117044,-0.52207154,-0.21046558,-0.059404373,1
162,-0.205769569,0.181028038,0.411068767,-0.5898242,-0.111382842,0
163,-0.076111309,0.093485832,-0.145195276,-0.343025893,-0.055628419,0
164,0.119761467,-0.054596186,-0.214706093,0.164041594,-0.247342944,2
165,0.012058198,-0.099455535,-0.237344742,-0.218080834,-0.071536422,1
166,0.184087515,0.244039655,-0.103591628,0.01723735,-0.183601737,2
167,0.18968752,-0.215131044,-0.070110425,-0.264549792,-0.477591634,0
168,0.137756646,0.024551928,0.207592428,-0.374942064,-0.564445972,0
169,-0.275982499,0.156613171,0.053557664,0.45472157,-0.294801712,2
170,0.074226737,-0.047795236,0.078706473,-0.223043293,-0.278730035,0
171,0.038656145,0.200782508,-0.097257286,0.504027665,-0.172457218,2
172,0.032208279,0.119985938,-0.046960711,0.280483961,-0.191157699,2
173,0.147405088,0.070486248,-0.088690192,0.252541423,-0.2787112,2
174,-0.026216075,0.309760153,0.182077438,-0.153383762,-0.318947315,0
175,-0.093805641,0.204878569,-0.121725358,0.593182087,-0.190616012,2
176,-0.1687022,0.126057446,0.097492874,0.316879749,-0.267104268,2
177,-0.117851421,-0.097005069,-0.546775937,-0.225781828,0.106487453,1
178,0.122808307,-0.105015755,-0.001141563,-0.155048102,-0.32639873,0
179,0.085081071,-0.029669881,-0.060634702,0.464565396,-0.307452559,2
180,0.311770409,-0.217612684,-0.143007874,-0.003093809,-0.452815413,1
181,-0.081671707,-0.0606758,-0.044546291,0.389071465,-0.248266339,2
182,-0.151897967,0.216834277,0.596970916,-0.477991521,-0.112051606,0
183,0.098717779,0.274943858,-0.077630535,0.372850358,-0.133453131,2
184,0.167955071,-0.131421387,-0.436369777,-0.035056919,-0.200848699,1
185,0.020604789,0.087801337,0.247098446,0.035991594,-0.096251845,0
186,-0.001030132,-0.026056409,0.196390182,-0.068530515,-0.282924175,0
187,-0.104622394,0.0317415,-0.536038399,-0.235158563,0.13131851,1
188,-0.06821882,0.352833241,0.354114085,-0.466787875,-0.177507997,0
189,0.240157247,-0.144534409,0.043795317,-0.240919694,-0.48849237,0
190,0.001255363,0.36727792,-0.661744595,-0.162492663,0.336648166,4
191,-0.174640134,0.030261159,0.039618075,0.282124162,-0.20096314,2
192,0.031885177,0.31376335,-0.057585925,0.483094037,-0.312507272,2
193,-0.089298621,-0.072488904,0.329377919,-0.059389159,-0.233642459,0
194,0.012962326,0.013150752,-0.026733339,0.510344982,-0.263014674,2
195,0.13507086,0.111590743,0.134070963,-0.16153197,-0.11171782,0
196,-0.008833051,0.261632681,0.105251491,-0.384669125,-0.183457494,0
197,0.045068532,-0.041155457,-0.039522156,0.165572777,-0.222023726,2
198,-0.041931026,0.01485163,0.006153479,-0.415847838,-0.300428629,0
199,0.045639381,0.067213535,-0.038713351,0.236427948,-0.167220592,2
200,-0.063341632,-0.161243677,-0.051996246,-0.436114848,-0.395398736,0
201,-0.106057778,-0.107699692,-0.081862465,0.474578261,-0.203622937,2
202,0.100786179,0.27685684,0.086847484,-0.27475509,-0.221416712,0
203,-0.041798413,0.128431499,0.200977653,-0.424307287,-0.202273965,0
204,-0.128124744,0.164373904,0.0743725,0.197275087,-0.259418845,2
205,0.059185401,0.030575037,-0.070426896,0.233378991,-0.20073545,2
206,0.282691896,0.375253379,0.139293432,0.07663773,-0.108435869,5
207,-0.277809799,-0.007338047,0.24464187,0.489610493,-0.211225629,2
208,-0.212286264,0.149629056,-0.551361084,-0.291593879,0.228374779,4
209,0.015523791,0.067118645,0.183968812,-0.419679284,-0.224902749,0
210,0.042610124,-0.030424833,0.049212009,0.388805866,-0.182801723,2
211,0.042611256,0.101038933,0.122793317,-0.2912139,-0.087496996,0
212,0.06513612,-0.098874032,-0.09501332,-0.05337137,-0.406984806,2
213,0.122028589,0.177768111,0.049257129,-0.044457644,-0.045827746,5
214,-0.051974654,-0.014996648,-0.01640293,0.396178067,-0.083460212,2
215,-0.203878671,0.165382713,-0.325370789,-0.302658886,0.237375319,4
216,-0.002043143,-0.241806805,0.131954372,-0.366382658,-0.2092278,0
217,-0.072812162,-0.04096055,-0.669861317,-0.210790858,0.134131432,1
218,-0.047956415,0.147371083,-0.0356673,0.455202162,-0.233661056,2
219,-0.048538134,0.137777895,0.103865117,-0.419624686,-0.257695794,0
220,-0.202766836,0.029145896,0.124276608,0.4117046,-0.160601497,2
221,0.09111543,-0.06947279,-0.034716994,-0.235206991,-0.113160133,0
222,0.404387772,0.022095561,-0.065700486,0.060602412,-0.040153146,5
223,0.138504267,-0.020505369,0.144250691,-0.051404551,-0.088521957,0
224,0.220661044,0.018314481,0.11054045,-0.269292295,-0.320537329,0
225,0.006838381,0.160196722,0.229198158,-0.267038941,-0.049839377,0
226,-0.083610326,0.324869484,0.239530951,0.145348713,-0.079672694,2
227,0.009888142,0.12126559,0.039544463,-0.265247792,-0.092864633,0
228,-0.0081577,0.182040572,0.003670678,0.471846044,-0.028111339,2
229,-0.285516471,-0.188661873,0.071837157,0.621633172,-0.212753415,2
230,0.019504637,-0.079575598,0.172723085,-0.376968205,-0.232882738,0
231,0.17505011,-0.093882322,-0.30293873,-0.044326246,-0.295408368,1
232,-0.055188961,-0.047817588,0.083728254,0.52505368,-0.441399336,2
233,-0.142241925,0.105964959,0.070583761,0.396802247,-0.156378508,2
234,0.262056708,0.14527452,-0.047688127,-0.071283847,0.074222386,5
235,-0.160034031,0.011677802,0.200330824,0.478174329,-0.118441463,2
236,0.201237053,-0.384849846,-0.147431105,-0.127568841,-0.418929338,1
237,-0.040728673,0.198458403,0.293836802,-0.375080168,0.003861487,0
238,0.024128675,-0.066282809,0.043858916,-0.348365188,-0.149942636,0
239,0.239706874,0.045364857,-0.093355253,0.209551379,-0.171622515,2
240,-0.279606104,-0.012028158,0.084475487,0.654205382,-0.068025112,2
241,-0.014625639,0.061779022,0.156739533,-0.35367915,-0.023178816,0
242,-0.099559814,-0.015180945,-0.154063225,0.521544039,-0.366207719,2
243,-0.080477528,0.032870173,0.121022701,-0.405179381,-0.181848764,0
244,-0.345128119,0.179006338,0.091260225,0.65734297,-0.188256621,2
245,0.016707242,-0.340133369,0.183264256,-0.33525902,-0.360323548,0
246,-0.131904915,-0.277650118,0.482934743,-0.448726833,-0.076887012,0
247,0.115648061,0.183613598,-0.36833632,-0.127546325,0.314967275,4
248,-0.262940139,-0.329480588,0.181492835,1.023351431,-0.634498,2
249,-0.146352157,-0.130905926,-0.563711107,-0.239006251,0.146174669,1
250,0.104967684,0.12931177,-0.064940244,0.097821161,-0.010394216,5
251,-0.042649075,0.14628157,0.073274493,-0.355229557,0.023850083,0
252,0.130723834,0.106441438,0.081346929,0.32497406,-0.057421446,3
253,-0.059783719,-0.199380934,0.324660152,-0.457606375,-0.364304304,0
254,0.083074063,0.010642171,-0.006910473,-0.091857553,0.029798925,5
255,0.005957007,0.060531199,0.090379089,-0.135632187,-0.228722692,0
256,-0.145758748,-0.162998021,0.195339352,-0.003598407,-0.241446972,0
257,0.225083917,0.18318665,-0.120958373,0.231710777,-0.033980012,3
258,-0.037204243,0.148421198,0.280015856,-0.346608788,-0.014295101,0
259,-0.050309546,0.190110117,0.080685407,-0.406406969,-0.08898139,0
260,-0.067597322,0.081751227,-0.170171365,-0.359737694,0.04835397,0
261,0.154429555,-0.084125578,0.124385536,-0.133993492,-0.140491247,0
262,-0.0944767,0.121230662,-0.394504994,-0.231180906,0.322843432,4
263,0.003803536,0.078435123,0.129995584,-0.321540415,-0.064433455,0
264,-0.06629996,-0.185561299,-0.079566345,-0.186673239,0.070350289,5
265,0.000235632,-0.111471713,0.115565747,-0.01927641,-0.031449676,0
266,0.049644187,0.1002087,-0.246750638,-0.215505645,0.141002119,4
267,-0.03403338,-0.157862306,-0.27555421,-0.166268781,0.209313095,4
268,0.317282617,0.082509518,-0.174903408,-0.00834927,-0.090376139,5
269,0.075746194,0.052581072,0.074768811,0.380962014,-0.155246019,2
270,-0.063415542,-0.087852061,-0.186120972,-0.289652795,-0.018124342,1
271,-0.302080005,-0.321084559,0.883130908,-0.696678996,-0.216248751,0
272,0.325776249,0.146567553,-0.094915628,0.123111948,0.010902226,5
273,-0.187819049,-0.130284607,-0.425025165,-0.257652462,0.216342807,4
274,0.381180525,0.142325103,-0.029103592,0.111280337,0.167966485,5
275,0.076004267,-0.061579943,-0.004253402,0.162549421,-0.157997847,2
276,0.037552103,-0.139021158,0.309370011,-0.342608571,-0.149985552,0
277,0.100073874,0.029274821,0.053242058,-0.200021461,-0.124156356,0
278,-0.162840337,0.358036727,0.372943789,-0.508282304,0.149882495,0
279,0.11841017,0.061603427,0.285261005,-0.081399664,-0.125080824,0
280,-0.097392805,-0.019337177,-0.491416037,-0.219718859,0.206158876,4
281,0.126371682,0.187147886,-0.001915455,-0.092459232,0.056667387,5
282,0.375303268,-0.295928538,-0.062199816,0.073553815,-0.171993852,5
283,-0.192530826,0.225674063,0.187874705,0.125269756,-0.122441769,2
284,0.182034761,0.087702274,-0.019534692,-0.222491592,-0.190827608,0
285,-0.137789533,0.161960602,0.127140045,0.263602853,-0.07565403,2
286,-0.135288149,-0.186236858,-0.67568028,-0.237232357,0.124405444,1
287,-0.140681237,0.253555149,0.327482969,-0.439809442,0.051917076,0
288,0.087296709,-0.106609702,0.184140295,-0.155820057,0.064644635,5
289,0.031569317,-0.019065022,-0.008594185,-0.24862577,-0.014027596,0
290,0.058829173,0.042683542,0.066231787,-0.315630376,-0.126442313,0
291,-0.226758361,-0.252743244,-0.054973871,0.771659613,-0.389243722,2
292,0.027453452,0.037939191,0.18346867,-0.009010911,-0.060469031,0
293,0.232263982,-0.079406917,0.031751126,-0.082495153,0.021869481,5
294,0.358678699,0.112729311,0.135515124,0.038047597,-0.106212139,5
295,-0.323167562,0.035755634,-0.276536614,-0.413651347,0.195093691,4
296,-0.077929534,-0.155670106,-0.377528906,-0.176081821,0.243477881,4
297,-0.047328845,-0.126610816,-0.4220047,-0.162466288,0.261316538,4
298,0.176086575,-0.178340077,-0.221443877,0.012326404,0.06583643,5
299,0.179828435,-0.089335144,-0.108717687,-0.044659153,-0.098813534,5
300,0.000678509,0.073328912,0.057253599,0.473845601,-0.025085926,3
301,0.04490158,-0.094195485,0.17847088,-0.096391588,-0.052999377,0
302,0.048687562,-0.142550409,-0.064781561,-0.195771798,-0.032070398,0
303,0.075431764,-0.479378164,-0.03790006,0.007419094,-0.141000628,1
304,-0.004189238,-0.123866796,0.060161084,0.16651608,0.046008885,3
305,-0.150877953,-0.065634668,-0.472349167,-0.227092043,0.311889768,4
306,0.207134068,-0.0701648,-0.167028219,0.041378215,-0.015948057,5
307,-0.194690377,-0.168736279,-0.24784413,-0.30567199,0.218282342,4
308,-0.104771033,0.261295736,-0.062539145,0.484956443,-0.028122663,2
309,0.190063179,-0.121836007,-0.356405675,0.059248671,0.02703476,1
310,0.165753007,0.106643677,-0.0772845,-0.090593666,0.00625807,5
311,0.006263316,-0.209248841,0.234112412,-0.33343333,-0.069645047,0
312,-0.110018618,-0.140466332,-0.529405236,-0.201307267,0.181839526,1
313,-0.008313477,-0.047744095,0.080849141,0.382589817,-0.14115274,2
314,0.128891766,-0.080197453,0.148046374,-0.207070962,-0.107107162,0
315,0.120786607,-0.021695197,-0.018265158,0.287997246,0.046905398,3
316,-0.211848691,-0.119678199,0.410290271,-0.062162802,-0.073727846,0
317,0.026195869,-0.003029585,0.051233202,-0.272277951,-0.038689137,0
318,-0.202545002,0.332240641,0.184034765,0.200260624,0.319305718,3
319,0.056794271,-0.230407655,0.014799327,-0.263858706,-0.090707421,0
320,-0.169733614,0.097040236,0.470430285,-0.489904523,0.030705512,0
321,-0.120214097,0.143347234,0.352489442,-0.445575416,0.047692776,0
322,-0.341375053,-0.261375308,0.101388812,0.741286337,-0.124567032,2
323,0.047433227,0.018898606,-0.026301786,0.33234781,-0.081455946,2
324,0.043590918,-0.063136339,0.244282871,-0.03094627,-0.061934948,0
325,-0.008431613,-0.12935859,0.026894376,-0.312106609,-0.008338332,0
326,0.043091178,-0.01055944,-0.006725878,0.480167389,-0.0182935,3
327,0.305099726,0.185841113,-0.011531338,0.012601346,0.015516937,5
328,0.080520228,-0.416433036,0.246183634,-0.285128355,-0.102993011,0
329,0.010693595,0.084055543,0.152337939,0.247715518,0.005947649,3
330,-0.14258258,-0.028392136,-0.074580431,0.609205365,-0.176194906,2
331,0.150590509,-0.003796637,0.044524193,0.161518559,0.000954747,3
332,0.118590772,-0.187771618,0.084860176,-0.236465648,-0.077550173,0
333,-0.00967592,0.068101466,0.042881966,0.275953591,0.126727343,3
334,0.117708147,-0.301815629,-0.08638145,0.076971367,-0.126611948,1
335,-0.16771245,-0.092893124,0.111196935,0.618178129,-0.309811473,2
336,0.064889789,-0.151040196,0.156303883,0.431565285,0.077329576,3
337,-0.137924239,-0.170949996,0.296320111,0.538977861,-0.037642837,3
338,0.158299714,-0.018034995,0.135802895,0.177111074,0.104466498,3
339,-0.007538438,-0.169662058,-0.371258199,-0.125965893,0.331915021,4
340,-0.030807182,-0.188865423,-0.32276392,-0.167907804,0.298324049,4
341,0.277501166,0.07992059,0.007433087,0.153476074,-0.000746846,5
342,0.136525065,0.138302058,0.099364668,-0.061726078,0.011240661,5
343,-0.097040877,0.015289187,0.046031803,0.451372504,-0.123740792,2
344,-0.076775759,0.165578723,-0.036958531,0.48274529,-0.011043072,3
345,-0.155312687,0.012291074,-0.379387021,-0.218792289,0.402309895,4
346,0.035772353,-0.017251313,0.182719588,-0.352076143,-0.087061524,0
347,-0.27073735,-0.103716969,0.185242057,0.275831819,-0.283602238,2
348,0.043186367,0.035378814,0.176913142,-0.267623603,0.074829698,0
349,0.043652222,-0.226733923,-0.049615651,0.081432238,-0.167497754,2
350,-0.029912919,0.079995036,-0.545738697,-0.121048443,0.446203172,4
351,0.353150129,0.063548803,-0.067581952,0.032719895,0.117774725,5
352,-0.133918583,0.089243472,0.148977041,0.382165372,0.093862832,3
353,-0.048643157,0.345864505,-0.017571196,0.433169842,0.14821285,3
354,-0.004598379,0.200793654,-0.004836604,0.584595501,0.104414999,3
355,0.186670154,-0.324037313,0.049519718,-0.045062616,-0.060397267,5
356,0.01753062,0.146118581,0.191690356,-0.23922208,0.105263948,0
357,0.258350313,0.23066929,-0.076030865,0.020624265,0.307064056,5
358,-0.000936255,-0.138343871,0.107414961,-0.301299423,-0.057474375,0
359,0.111955166,0.269188881,0.101008832,-0.194416687,0.283301115,5
360,-0.190922439,-0.186156929,-0.333516985,-0.259890348,0.316641212,4
361,0.255137593,-0.015954494,0.028674215,0.106979802,0.142461836,5
362,0.317759752,-0.030486465,-0.084830537,0.077707157,0.045987606,5
363,0.018424883,-0.023508072,0.167958647,-0.256724596,-0.035488844,0
364,-0.126588941,0.167716831,0.475157827,-0.503715098,0.140899718,0
365,-0.036673151,-0.150498033,0.124241561,-0.038398057,-0.160182953,0
366,0.071700975,0.004832387,0.042165458,-0.323301107,-0.023476481,0
367,0.004005238,-0.019883335,-0.331694186,-0.103344046,0.443769574,4
368,-0.004271075,0.074814975,-0.088354737,0.251472592,0.059619367,3
369,0.226455629,-0.044814944,-0.09637922,0.034169182,0.056965649,5
370,-0.168780923,0.06993252,-0.235993907,-0.252075493,0.442896545,4
371,-0.133779779,0.416349202,-0.621250629,-0.214439705,0.47692287,4
372,-0.233373567,-0.092552304,0.039951473,0.630301237,-0.010227084,3
373,0.259232312,0.078169167,-0.022119686,0.063956395,0.256238103,5
374,-0.0804158,0.035225987,-0.358152032,-0.164031625,0.495921016,4
375,0.229411274,-0.028466642,0.006558314,0.098431841,0.130532801,5
