,All Negative,SharpShooters,Big Men without Creation,Not sure,TOV + STL,labels
376,-0.088253401,-0.126827061,0.146326065,0.371277273,0.085727274,3
377,-0.07946597,0.024673402,-0.455937386,-0.174988925,0.406293988,4
378,0.021759555,0.073156476,-0.220287964,-0.074816093,0.280937374,4
379,-0.137120485,-0.089350879,-0.454845101,-0.269876301,0.242013991,4
380,-0.070934229,0.03652513,0.259891212,-0.398116231,0.139613569,0
381,0.102236599,0.207039326,-0.09739852,0.173675135,0.093061447,3
382,0.069597304,-0.302263558,0.027825594,-0.219550148,-0.130575418,0
383,0.183344245,-0.232761145,0.139116913,0.136495486,0.114134192,3
384,0.027506739,0.078187883,-0.04594551,-0.112725556,0.186284602,5
385,0.035363227,0.105794549,0.146137059,-0.308598489,0.057962656,0
386,-0.011481121,0.082830429,0.098303884,0.203698441,0.024422705,3
387,-0.042453885,-0.12122786,-0.355905592,-0.157585889,0.293961346,4
388,0.141830087,-0.205843627,0.094579935,0.320576191,0.100596249,3
389,-0.030867323,0.024372101,-0.541990876,-0.130028903,0.389280498,4
390,-0.137929171,0.086777747,-0.379800737,-0.19043225,0.4386127,4
391,0.158060998,-0.061903238,0.004097521,0.330478549,0.010396481,3
392,0.113580793,0.038849533,0.065681159,-0.070656851,0.127157629,5
393,0.172608882,0.152379066,0.023716018,0.034691468,0.314849198,5
394,0.030184492,0.128595054,0.06181553,-0.012571424,0.291734159,5
395,0.043787912,-0.05082792,0.161733538,-0.256287217,-0.030384898,0
396,-0.057102941,-0.044957578,0.00018172,0.531641364,0.06033963,3
397,-0.177303255,0.116292059,0.238485098,0.291409433,0.079526246,3
398,-0.056042649,-0.086053848,0.119870424,0.376541555,0.206855476,3
399,0.075263008,0.005562425,0.017117515,0.212801561,0.113497734,3
400,-0.002669916,-0.009654045,0.264404863,-0.35914737,0.024272859,0
401,-0.173899233,0.054934502,-0.525661528,-0.251749933,0.327251971,4
402,-0.009334177,0.294375718,-0.537032008,-0.105307788,0.576969981,4
403,-0.037934162,0.133118004,0.171997786,0.139408484,0.035973251,3
404,0.225191504,0.049453914,-0.059683055,0.253406525,-0.035338521,3
405,0.103462577,-0.133968592,-0.118869133,-0.252537429,-0.130341768,0
406,-0.022442907,-0.154894292,-0.545023084,-0.104925819,0.340419769,4
407,-0.222448736,0.100343287,-0.373226702,-0.301041663,0.38075918,4
408,0.006868824,0.122844279,0.177872151,-0.283075809,0.147133648,5
409,-0.101934366,-0.1527583,-0.478031009,-0.191966861,0.285249889,4
410,-0.15750365,-0.159181476,-0.258249998,-0.246975273,0.234604836,4
411,0.142926157,0.339756697,-0.016265541,0.174760208,0.213853061,5
412,0.119469434,0.093027949,0.046073198,-0.155984953,0.170460582,5
413,-0.096651822,-0.009418786,0.42551592,-0.398199767,0.113923252,0
414,0.115579754,-0.170962393,0.115508854,-0.158780605,0.113895655,5
415,0.15531677,-0.026293457,-0.009076402,0.213709757,0.044850588,3
416,0.139680564,-0.088172436,0.019221157,-0.112885699,0.112265706,5
417,0.140536636,0.038216889,-0.014435187,0.310442746,0.199772358,3
418,-0.043544576,0.004246354,0.173007846,-0.248435631,0.264281631,5
419,-0.110599682,-0.279492497,-0.030015349,0.440078318,-0.03816402,3
420,0.132163733,-0.28708601,0.075459123,0.467241168,-0.025675893,3
421,0.258834988,-0.028066099,-0.062898934,0.231201306,0.119737029,3
422,0.018575594,-0.04403156,0.20407781,-0.226997092,0.179638207,5
423,0.048418239,0.072337985,0.012346283,0.130895332,0.055678546,3
424,0.019839287,-0.01580584,0.209593773,-0.325521708,0.029279292,0
425,0.171941251,-0.191773891,-0.04161714,0.010066912,0.146668196,5
426,-0.13896507,0.0423944,0.114611655,0.296815097,0.090061784,3
427,-0.144784153,0.140946329,-0.486724228,-0.222991437,0.452425361,4
428,-0.051774092,-0.173422098,0.087623835,0.339965641,0.028548062,3
429,0.154308707,-0.090414941,-0.084806845,-0.046824053,0.12564081,5
430,0.043257177,0.086278975,0.295995623,-0.295026779,0.04510498,0
431,0.229316145,-0.030598223,-0.176469862,-0.003627241,0.232381642,5
432,-0.006485626,-0.129138112,-0.372437894,-0.09234859,0.467081487,4
433,-0.138285995,-0.117462695,0.10437116,0.284407139,0.173260808,3
434,0.205369234,0.010488331,0.058986515,0.012510851,0.199314177,5
435,-0.146231189,-0.200060785,0.15072307,0.271492362,0.050042629,3
436,0.008987576,0.154024452,0.18177554,0.170883968,0.175167501,3
437,-0.046270944,-0.072926044,0.300210923,-0.25821346,0.17399472,0
438,-0.141360015,-0.198298991,0.048330545,0.504855633,-0.051083565,3
439,0.200872719,-0.233864546,-0.050693899,0.050951734,0.044080019,5
440,0.222516418,-0.252177298,-0.077395812,-0.004009277,0.053550601,5
441,0.060681745,-0.234479368,0.021510512,0.174269572,0.037942171,3
442,-0.018447176,-0.195602596,-0.227149203,-0.098588988,0.44767493,4
443,-0.113369808,-0.138393104,0.094441801,0.334736109,0.229110003,3
444,-0.051584393,0.155805916,0.106869072,0.463560641,0.273015499,3
445,0.128467321,-0.203619421,0.094958395,0.313540816,0.147837102,3
446,-0.237611488,0.235831976,0.085902512,0.377876878,0.196252644,3
447,0.0195086,0.042373538,0.194949329,-0.233969644,0.175850153,5
448,-0.085379787,-0.004218161,0.523903251,-0.402116477,0.218366921,0
449,-0.194683477,-0.108331501,0.207254171,0.413263619,0.209952652,3
450,-0.105056971,-0.163820624,0.412395686,-0.346380651,0.145325661,0
451,0.102003038,-0.114559114,-0.075357094,0.212471172,0.092848539,3
452,-0.106703237,0.070270479,-0.533514142,-0.169077814,0.427743793,4
453,-0.10215643,0.108592331,0.236901373,0.243769363,0.324448287,3
454,0.021305457,0.103931665,0.068051696,-0.11866498,0.323502064,5
455,-0.098074213,0.004469156,0.305037826,-0.366291195,0.264092147,0
456,0.237954795,0.298496038,0.221968204,0.085912779,0.254707932,5
457,-0.049158812,0.082954049,0.065006912,0.383746326,0.215902805,3
458,-0.073644564,-0.06224829,0.269756854,-0.031060234,0.019919395,0
459,0.084464043,-0.018152177,-0.04507561,0.46269083,0.10439676,3
460,-0.064159013,-0.117670357,-0.001210138,0.481041729,0.059931874,3
461,-0.284576267,-0.234751821,0.160915226,0.66962719,0.025511563,3
462,0.170920283,0.143341541,-0.064178422,0.140998289,0.314486802,5
463,0.249126673,-0.065504372,-0.003052399,0.202946976,0.171715736,3
464,-0.162712291,0.009184301,0.145765871,0.273519874,0.209334016,3
465,-0.060325883,0.220319122,0.177615821,-0.326681554,0.160143375,0
466,0.002403021,-0.173572898,-0.13255769,-0.137409523,0.424212635,4
467,-0.197540641,-0.107074022,0.540746808,-0.487319231,0.118988395,0
468,0.027137056,0.182552546,-0.485873044,-0.061755195,0.58660984,4
469,0.081243157,-0.324281871,0.292410642,-0.256688118,0.083816707,0
470,0.054340854,-0.021524608,-0.217129782,-0.139514297,0.390987337,4
471,-0.157309845,0.042155743,-0.360592663,-0.23061204,0.497989118,4
472,0.02120775,0.061752856,0.119869769,-0.155976444,0.175065041,5
473,-0.149582535,-0.06720835,0.286796421,0.286672056,0.201603651,3
474,-0.220730215,-0.265076339,0.081366211,0.493211925,0.040047228,3
475,-0.11816667,-0.210656226,-0.011051163,0.388873637,0.079096258,3
476,-0.007168144,-0.301308692,0.127981782,0.233467296,0.207533658,3
477,0.052615196,-0.354982793,0.208147436,-0.23784253,0.092443764,0
478,0.190686464,-0.072227836,-0.076353878,0.02732639,0.156914234,5
479,0.263542444,-0.119222403,-0.036896139,0.061640874,0.190775573,5
480,-0.055456758,-0.198520243,0.342385858,-0.212088287,0.173951924,0
481,-0.153633416,0.019111335,0.303814799,-0.406623155,0.305694818,0
482,0.211068362,-0.124050498,-0.071372524,0.084919557,0.253843784,5
483,-0.107882008,-0.007697463,0.2029984,0.116742775,0.169158936,3
484,0.094639689,0.064946055,0.045124531,0.464272916,0.124421895,3
485,-0.20888187,0.255259335,-0.152874961,-0.302912802,0.568326056,4
486,-0.102428466,0.034485281,0.437604219,-0.399420977,0.226914406,0
487,-0.140208855,0.112051547,0.503311038,-0.53350091,0.033532023,0
488,-0.127543032,-0.058682799,0.126942664,0.386755168,0.314572155,3
489,-0.059250213,0.04466188,0.155454755,0.233466104,0.239809573,3
490,0.010881841,-0.120689511,0.120445788,-0.212052688,0.152209044,5
491,-0.214776993,-0.00985527,0.219537973,0.338014841,0.153012991,3
492,0.039359957,0.078760922,0.073888451,-0.215908438,0.258535624,5
493,-0.032225996,-0.302741587,0.057157755,0.518609285,-0.045199037,3
494,0.065348193,-0.037801266,0.016612783,0.167745963,0.298080862,3
495,0.060081825,-0.072267294,0.122781336,0.311861813,0.046597838,3
496,0.079500735,-0.030606508,-0.246602461,-0.07578674,0.368720472,4
497,0.231800765,-0.058912039,0.131640762,-0.035578802,0.188880146,5
498,-0.002465844,-0.001280487,0.193632603,-0.291892856,0.202146649,5
499,0.065923333,0.020917118,-0.013489321,-0.066422939,0.354589462,5
500,-0.062616937,0.417939305,-0.060902387,-0.312462389,0.393935859,4
501,-0.17543757,-0.063630819,0.065694839,0.512728035,0.190351546,3
502,-0.037389532,-0.000660837,-0.045979157,0.334520042,0.237233877,3
503,-0.054954335,0.203092724,0.226422489,-0.337845027,0.235055923,5
504,0.120411962,0.295591712,0.059556603,0.213556096,0.298774123,3
505,-0.024588913,-0.176333964,0.134829402,0.484150231,0.120952368,3
506,-0.029531568,-0.34180814,0.222501338,-0.118291542,-0.081292629,0
507,0.119051427,0.212692916,0.034216255,0.120036557,0.372416377,5
508,-0.032096907,0.260569096,0.008417428,0.429457843,0.30796957,3
509,-0.249114066,-0.042548895,0.296699554,0.556462765,0.192930877,3
510,-0.152207032,0.040771723,0.090532333,0.381928384,0.274223447,3
511,0.006729305,-0.09191978,-0.019773409,0.444417,0.034444273,3
512,0.092396975,0.037851393,0.057600826,-0.205789551,0.147456825,5
513,-0.085426137,0.032985091,0.013576657,0.498455822,0.244241834,3
514,0.134851038,0.007279932,-0.215089694,-0.062285393,0.377324581,5
515,-0.101120368,0.038809061,-0.557071328,-0.177461833,0.418022394,4
516,-0.130928114,0.017666399,-0.324468255,-0.214982688,0.431025207,4
517,0.121714085,-0.116596639,0.046248049,0.144067958,0.347796798,5
518,-0.022777215,-0.007025242,-0.360176742,-0.131391853,0.494725943,4
519,0.170339495,-0.104806244,-0.063444376,-0.037549406,0.278038859,5
520,0.243207127,0.118165374,-0.035591647,0.329900742,0.226225376,3
521,0.103925467,0.102443337,0.097414941,0.172087654,0.329502761,3
522,-0.014889002,-0.336935699,0.296402723,-0.063170701,-0.088558555,0
523,-0.063601553,0.090500176,0.074792117,-0.299666345,0.364156187,5
524,0.12319532,-0.022705197,-0.187091485,0.018718734,0.402095735,5
525,0.258856237,-0.028857172,-0.034739748,-0.017722338,0.363120615,5
526,-0.148655504,-0.060932934,-0.420253158,-0.217279136,0.392441154,4
527,-0.033393562,0.09213239,0.25090602,0.157006159,0.31534481,3
528,-0.138247445,0.019893348,0.310433894,-0.431558251,0.277084708,0
529,0.034091592,-0.067949176,0.177475542,-0.109603107,0.204731822,5
530,-0.057279721,0.107100785,0.213772863,-0.13073343,0.267785132,5
531,-0.105109259,0.113362014,0.411212951,-0.412509024,0.166099072,0
532,-0.181314066,0.018334031,0.195881724,0.237135366,0.153684676,3
533,0.097067267,0.1245915,0.020984933,0.091216788,0.33676511,5
534,0.230218083,-0.009519935,0.056944937,0.109703198,0.234536231,5
535,-0.037762471,0.103525519,-0.261030138,-0.144583046,0.540668011,4
536,0.094458759,-0.175759792,0.118319005,-0.09849932,0.23518306,5
537,-0.096398011,0.054135382,0.137826383,0.33074975,0.181172848,3
538,0.075675011,-0.339172363,0.169667721,-0.154496253,0.168276489,5
539,0.061991259,-0.040408909,0.156896889,-0.04943566,-0.100509882,0
540,0.001764357,0.195161641,0.047266752,0.169650927,0.295660138,3
541,0.001327142,0.116057694,0.125452489,0.104973003,0.208390653,5
542,0.047242299,-0.06668967,0.062707067,-0.191437393,0.230625331,5
543,-0.162124306,-0.017214477,0.370094448,-0.42502898,0.310784817,0
544,-0.094485961,-0.029266536,0.361286074,-0.30413568,0.314311564,5
545,0.03039819,-0.290840507,0.216816634,0.281754017,0.274533749,3
546,-0.012671188,0.015161693,0.274098366,-0.329626769,0.283888519,5
547,-0.072843768,-0.059752285,0.025398895,0.200426206,0.231364131,3
548,0.221283227,0.232343048,-0.019151211,-0.118085608,0.341484547,5
549,-0.024927825,-0.133036137,0.36606577,-0.207759947,0.286673009,5
550,0.300144702,0.15965879,0.073924571,0.002731606,0.23469764,5
551,-0.040948026,-0.25451082,0.137730956,0.449202776,0.134836793,3
552,-0.063059136,-0.132635772,0.367242604,-0.288211137,0.179077208,0
553,-0.054350488,0.218746066,0.130485207,-0.296266079,0.37422353,5
554,0.090999469,-0.022410095,0.147990644,-0.197006479,0.275377035,5
555,-0.107583344,-0.175100386,0.093371779,0.373679936,0.145630479,3
556,0.007851988,0.09392345,0.058217376,0.15726997,0.2489658,3
557,-0.197646439,0.200528264,-0.198824018,-0.267719835,0.611717463,4
558,0.352197826,0.017028093,-0.055839345,0.044346079,0.144506276,5
559,0.248721391,0.133567601,-0.089814156,-0.032476828,0.362090468,5
560,-0.109213322,0.041229546,-0.485054612,-0.185739249,0.458992183,4
561,-0.093527228,-0.148161888,0.183057964,0.132408366,0.195803881,3
562,0.148934007,-0.316580296,0.062162459,-0.050920919,0.175851583,5
563,-0.009396359,0.127852052,-0.590680003,-0.112352006,0.457809746,4
564,0.087697119,-0.080143332,0.133420348,0.10062547,0.29347086,5
565,-0.06694819,0.239190847,0.008735016,0.189013794,0.419276774,3
566,-0.070895806,-0.1287871,0.124922335,0.408417702,0.162772417,3
567,0.268345445,-0.035980999,-0.022663772,0.097687617,0.302204251,5
568,-0.137686342,-0.196082115,-0.229704812,-0.20476684,0.485146463,4
569,-0.029803336,0.158216715,-0.325130731,-0.173949972,0.526711702,4
570,-0.019171342,-0.093286037,-0.369766951,-0.085628957,0.52811861,4
571,-0.059561796,-0.250241399,0.537482023,-0.189302236,0.204414308,0
572,-0.120210908,-0.227884114,-0.351890206,-0.19234629,0.452262163,4
573,-0.106909782,-0.057979167,-0.001665145,-0.242671594,0.510555029,4
574,0.086886689,0.015758336,0.015864223,0.179467097,0.212072372,3
575,0.096018195,-0.080128551,0.083379,0.241062209,0.295378387,3
576,0.026757985,0.122968584,0.271677226,0.154524907,0.24947691,3
577,0.340322495,0.248547852,-0.118176661,0.038305268,0.417721927,5
578,-0.012383252,-0.101435304,0.088618517,0.193388388,0.210235298,3
579,-0.064955123,-0.030464768,0.14371711,0.270060539,0.29962033,3
580,-0.014999136,0.308455795,0.370777279,-0.221018806,0.300825834,5
581,-0.095232315,-0.175430357,-0.428720951,-0.191446036,0.38802737,4
582,0.124483883,0.055020928,0.172217399,-0.034378082,0.286254585,5
583,-0.03751716,-0.370469928,0.216296941,0.306186974,0.045638442,3
584,-0.114589274,0.150184125,0.278571814,-0.333529294,0.418147266,5
585,-0.172008529,-0.010840118,0.081424415,0.485990584,0.29829514,3
586,0.053988293,-0.047587156,-0.01749742,0.330315113,0.314684212,3
587,0.136013806,-0.009654582,-0.102866888,0.144403145,0.327357829,5
588,-0.195023328,-0.0387187,0.157857686,0.358389914,0.256969035,3
589,-0.205977142,0.100796223,0.114140332,-0.399473786,0.435348034,4
590,-0.196771175,0.146481156,-0.147293419,-0.265566617,0.605588973,4
591,0.007964909,-0.094554305,0.021411121,0.27202177,0.262154818,3
592,-0.118020743,-0.332355618,-0.140146017,-0.179362282,0.472890973,4
593,-0.102313459,0.096376002,-0.204483747,-0.194861531,0.622846603,4
594,0.102509201,-0.212573349,0.087211221,0.25189203,0.330233574,3
595,0.091318399,-0.071721137,0.25396648,-0.253925323,0.189056337,5
596,-0.067832597,0.138235599,0.196939915,0.146796867,0.346593738,3
597,0.148154408,0.151600748,-0.154646128,-0.089577392,0.524427176,4
598,0.039742082,0.251956969,0.169650704,-0.073140696,0.408233643,5
599,-0.050679527,0.075140476,0.237937599,-0.226271614,0.40171802,5
600,-0.135766089,-0.037271023,0.101567209,0.432980895,0.358680308,3
601,-0.015028656,-0.066966116,-0.299528807,-0.114507183,0.524254799,4
602,-0.009910509,0.04391551,0.122591674,-0.028405234,0.334238112,5
603,0.054920554,0.067324698,0.206887484,-0.139625579,0.338271618,5
604,0.047671422,-0.125690341,0.140145451,-0.020398512,0.315969765,5
605,-0.052592561,0.350855768,-0.34958005,-0.149435282,0.73293519,4
606,0.028458446,-0.13141948,0.225818336,-0.270454913,0.238541663,5
607,0.047028005,-0.008723736,0.07272011,-0.163610965,0.323660672,5
608,-0.065280914,0.097920537,0.059705079,0.391746879,0.29444474,3
609,-0.049795598,0.010107458,0.151095688,0.176854208,0.264400482,3
610,-0.017032906,-0.018099904,-0.326221764,-0.116540842,0.51894623,4
611,0.043065667,0.093099713,-0.133731082,-0.075878471,0.53834182,4
612,-0.067193076,0.045447588,0.040795624,0.419628978,0.357493341,3
613,0.04065749,0.065136969,0.170694798,-0.127408147,0.396915436,5
614,-0.112092286,-0.146610141,-0.078854829,-0.203628838,0.482124746,4
615,-0.219454244,0.037960291,0.082498729,0.499694824,0.228034914,3
616,-0.000831857,-0.025866926,0.063776761,0.176726773,0.429852128,3
617,0.053537488,0.037160516,-0.27693826,-0.054742798,0.593868136,4
618,0.093034625,-0.173393726,0.142544359,0.166507766,0.445969641,3
619,0.055492967,-0.010559499,0.132024795,0.386066496,0.341024637,3
620,-0.019811898,-0.356287599,0.424230605,-0.296519905,0.136487186,0
621,-0.039297082,-0.209358931,-0.174669623,-0.156363413,0.505020261,4
622,-0.210161299,0.151662111,0.081426054,0.334094644,0.40614444,3
623,-0.000955522,-0.147539854,0.141708106,0.100878611,0.300575018,3
624,0.149486721,-0.050059259,0.101685792,-0.039210051,0.417954206,5
625,-0.043571852,0.29505223,-0.38061285,-0.164362535,0.643276274,4
626,0.015703276,-0.107696414,0.233322084,-0.26418069,0.251657903,5
627,-0.100648105,-0.007957101,0.405084401,-0.358693868,0.382272482,5
628,0.261862129,0.129007787,-0.025418729,0.090288624,0.426921248,5
629,0.213235497,0.107465088,0.041253477,0.140550986,0.51480335,5
630,0.106678933,0.022740543,-0.018917173,-0.031732425,0.549345613,5
631,-0.101595774,0.114955842,0.423785418,-0.31045422,0.400807142,5
632,0.006370991,-0.052123547,0.236138761,-0.170247853,0.351328731,5
633,-0.03240785,-0.064161777,0.299788207,-0.25288409,0.328329384,5
634,-0.017378613,-0.033990324,0.095752835,0.294604063,0.404476583,3
635,-0.018380478,-0.070021987,0.072537065,0.392489314,0.344319165,3
636,-0.171086371,0.186353892,-0.050416589,-0.287902087,0.598338485,4
637,0.067415535,-0.048741281,0.063496351,0.310462356,0.377185643,3
638,0.01442343,0.124416411,-0.060697645,0.432231247,0.331533074,3
639,0.007950425,0.096256793,0.02676855,0.295582592,0.31523025,3
640,0.184201896,-0.169203103,0.041729331,0.338963091,0.33238101,3
641,0.021349475,-0.162341774,-0.294538021,-0.093075171,0.549137175,4
642,0.154593557,-0.090696394,-0.016010195,-0.015241802,0.335712969,5
643,-0.275173694,-0.13721478,0.181260735,0.493649304,0.241892099,3
644,-0.054469109,0.00932771,0.093711972,0.338392437,0.409612238,3
645,-0.189326316,-0.028911889,0.186224163,0.400915205,0.324579418,3
646,0.099943101,-0.125014424,0.036633372,-0.020645738,0.462844729,5
647,-0.042145543,-0.079907537,-0.030257046,-0.124583498,0.663425565,4
648,-0.079215586,0.280170053,-0.324891955,-0.146995857,0.814201295,4
649,0.010671675,-0.132652223,0.298369795,-0.188763022,0.363660038,5
650,-0.139063671,-0.204908788,0.103908926,0.478378654,0.24476403,3
651,-0.100485712,0.194647968,-0.319989264,-0.172857955,0.670958102,4
652,0.062704623,0.021271169,0.203262359,-0.078477547,0.35533452,5
653,-0.059276186,-0.046782732,0.18127948,0.149851844,0.33163476,3
654,-0.150550723,-0.074598968,0.024347916,0.445310771,0.31544131,3
655,0.088974789,-0.0704723,0.01026316,0.176711723,0.455255389,3
656,0.025999665,-0.220758796,0.159096479,-0.108230591,0.371623933,5
657,-0.049180388,0.23235333,0.263476193,-0.219083652,0.502721667,5
658,0.01870434,0.016200483,0.168397367,-0.181520104,0.369808793,5
659,0.059145689,-0.150098026,0.095427603,-0.139944211,0.336387277,5
660,-0.184074908,0.655723631,0.156541407,-0.458526075,0.520132363,4
661,0.117433697,-0.360491812,0.016441301,-0.074082971,0.245235503,5
662,-0.00874339,-0.09678787,0.385293573,-0.287135243,0.31399703,5
663,-0.021005049,0.063121498,0.028567404,0.366324127,0.296561539,3
664,0.116034299,-0.202416182,0.271843791,-0.07066083,0.264962971,5
665,0.06113413,0.072878957,0.066069394,0.034980759,0.616429329,5
666,0.261292577,-0.02990371,-0.02638343,0.13160859,0.377877235,5
667,0.265501469,0.220117003,0.067431808,-0.056167826,0.411607981,5
668,-0.037736677,-0.293466032,0.244653761,0.369616747,0.358910799,3
669,0.095938236,0.123038381,0.022776276,-0.254116207,0.260597527,5
670,-0.180448085,-0.599713266,0.703956723,-0.459161997,0.192635119,0
671,-0.154925555,0.064736009,0.201577336,0.365189552,0.350510895,3
672,0.140936106,-0.048799336,-0.036473915,0.107544437,0.363954484,5
673,-0.117093876,-0.209241152,0.151619434,0.447690785,0.302895308,3
674,0.104784906,-0.154989481,0.107595712,0.233097151,0.361579239,3
675,-0.012823746,0.104812324,0.200524628,-0.007178068,0.504045188,5
676,0.104220182,0.098760247,0.012343273,0.304843128,0.433619797,3
677,0.080277085,0.055112839,0.041046351,0.143197909,0.371644557,5
678,0.157820821,-0.068276048,0.072715372,0.029757246,0.434589803,5
679,0.060014442,-0.12662673,0.234976351,-0.162403747,0.35041821,5
680,0.024191529,-0.018028855,0.162684232,0.099529818,0.43068403,5
681,-0.083366893,0.349485397,0.142538875,-0.297204643,0.567098022,5
682,0.098144561,0.039086699,-0.024746835,0.190237388,0.555604935,5
683,-0.043297835,-0.462798655,0.473824948,-0.15111956,0.198414862,0
684,-0.090514556,0.154916942,0.215126216,-0.341240972,0.340566993,5
685,-0.030000269,-0.03121382,-0.118714884,-0.129294425,0.635630727,4
686,0.059478253,-0.121836901,0.139091969,-0.209837869,0.340826988,5
687,-0.017470077,0.323898584,-0.416504979,-0.101501562,0.801137567,4
688,0.068999961,0.167946011,0.048505276,0.295976281,0.398671269,3
689,0.084981978,-0.066543281,0.188562274,-0.08243154,0.400245488,5
690,0.039116517,-0.449380815,0.244987905,-0.176302224,0.223376036,5
691,-0.112633854,-0.267860413,0.536171079,-0.372543633,0.364756107,0
692,-0.11537993,-0.002971768,-0.436075091,-0.179819718,0.506401658,4
693,-0.08283557,-0.117752731,0.077521056,0.232462123,0.371041059,3
694,-0.079115368,-0.108183205,-0.376023054,-0.142871112,0.579458714,4
695,0.021063745,-0.047908902,0.207278192,-0.129866779,0.450481296,5
696,-0.075533599,0.088943839,0.330051631,-0.285064101,0.457244098,5
697,0.051356465,0.077802837,0.004821986,0.069205299,0.478753865,5
698,0.085320011,-0.057623148,0.215171367,-0.135486826,0.378404677,5
699,0.015139207,0.071869016,0.024281159,0.181920871,0.454563618,3
700,0.000159711,-0.29704386,0.31288597,-0.228364497,0.336214721,5
701,-0.012531713,-0.342377722,0.37751165,-0.182584569,0.211479425,5
702,-0.058579259,-0.016180038,-0.297657847,-0.127952293,0.627081931,4
703,-0.006860167,-0.019847095,0.15072152,0.243603185,0.424158812,3
704,0.013077796,-0.08220762,0.020957097,0.381578088,0.322222769,3
705,0.122180194,-0.11628598,-0.083849028,0.302659094,0.401267469,3
706,0.055708751,0.143105745,0.077526748,0.151512638,0.409390926,5
707,-0.085763633,0.297842741,0.282681614,-0.342848063,0.457433522,5
708,0.092768431,-0.125830829,0.006163388,-0.114719242,0.370360315,5
709,0.085183993,0.188017964,0.023889691,0.176446036,0.518933058,5
710,-0.01697357,-0.194624066,0.16313985,-0.243397772,0.408065379,5
711,-0.057474367,0.066357434,0.228282541,0.029381141,0.393940449,5
712,0.17312476,0.043424487,0.004448906,0.00198929,0.437050939,5
713,0.022988826,0.05390054,0.094926059,0.358389795,0.524888515,3
714,0.122740954,-0.154388905,0.078523308,-0.132897854,0.35933429,5
715,0.149354041,0.085107327,-0.103131115,0.039953634,0.537711859,5
716,-0.11674083,0.17091158,-0.318954229,-0.180485159,0.645698905,4
717,-0.141433552,-0.349093914,0.19229725,0.462601125,0.319199741,3
718,-0.009683564,0.337003767,-0.461588562,-0.123111218,0.683781087,4
719,0.042808577,-0.003074527,0.125270844,-0.153812408,0.453014493,5
720,0.006186083,-0.062042058,0.081976354,0.097752139,0.424248695,5
721,-0.002384335,0.043237746,0.219323546,-0.155578107,0.481738925,5
722,-0.108884022,-0.025460958,0.081989408,0.403194547,0.425560772,3
723,0.203384072,0.109108865,-0.044784114,0.126306906,0.466141641,5
724,-0.047891445,0.012966156,-0.428268909,-0.1112139,0.594234347,4
725,-0.186862275,-0.05818969,0.124777228,0.513719797,0.415003181,3
726,0.000737607,-0.1053496,-0.255789578,-0.07929866,0.641521454,4
727,0.105558068,-0.005363882,-0.079428434,0.082776353,0.470763326,5
728,-0.026358977,-0.287604094,0.027616203,0.482213974,0.228851795,3
729,-0.152013719,0.101262629,-0.310338557,-0.209695235,0.631281853,4
730,0.132937938,-0.0308038,-0.019086421,-0.007381782,0.392760456,5
731,-0.180760056,-0.082567215,0.128531724,0.509057105,0.381559551,3
732,0.167668968,0.00068903,0.000184208,0.202534541,0.477112651,5
733,-0.047118142,-0.232465863,0.185118049,0.363913715,0.453655124,3
734,0.09315607,0.026628375,0.12914148,0.031111702,0.382248759,5
735,0.088334128,-0.094444335,0.039773226,0.027550086,0.453499973,5
736,-0.072578616,-0.025916219,0.290893644,-0.2926099,0.480008543,5
737,0.052716449,-0.141725004,0.125485867,0.308443248,0.445239365,3
738,0.236670107,0.114811718,-0.001874387,0.025931016,0.546381712,5
739,0.039155319,0.042702377,-0.211692214,-0.08280398,0.662536621,4
